fid,id,Assets_Threats,Name,Ward,Subward,Subward_asset_id,asset_threat_category,Assets_per_ward_id,latitude,longitude,important_asset_at_risk_per_ward_ID,continued_from_asset_at_risk_id,Important_asset_not_at_risk_per_ward_ID,Evacuation_center_per_ward_ID,At_risk_but_not_important_ID
1482,2012,Important asset and not at risk,Baptist Nursery& Primary School,Kwembe,Kwembe,,,,-6.817901614,39.08567674,,,75,,
1477,2013,Important asset and not at risk,Luguruni Secondary School,Kwembe,Kwembe,,,,-6.819521346,39.08655602,,,76,,
1483,2014,Important asset and not at risk,Masjid Muh,Kwembe,Kwembe,,,,-6.819617178,39.08491965,,,77,,
1507,2015,Important asset and not at risk,"Opek Godown
",Kwembe,Kwembe,,,,-6.819817689,39.08525925,,,78,,
1476,2016,Important asset and not at risk,Kwembe Hospital,Kwembe,Kwembe,,,,-6.820230942,39.0855379,,,79,,
1494,2017,Important asset and not at risk,Masiraand shoppe,Kwembe,Kwembe,,,,-6.82027722,39.08500571,,,80,,
1497,2018,Important asset and not at risk,Hapa Bar,Kwembe,Kwembe,,,,-6.820315786,39.08357109,,,81,,
1487,2019,Important asset and not at risk,Bakhresa shoppe,Kwembe,Kwembe,,,,-6.820338925,39.08448122,,,82,,
1479,2020,Important asset and not at risk,Kwembe Primary School,Kwembe,Kwembe,,,,-6.820508611,39.08658687,,,83,,
1478,2021,Important asset and not at risk,Kwembe Secondary School,Kwembe,Kwembe,,,,-6.820693723,39.08751243,,,84,,
1501,2022,Important asset and not at risk,Catholics Rc Church,Kwembe,Kwembe,,,,-6.821426459,39.08286149,,,85,,
1502,2023,Important asset and not at risk,KKKT,Kwembe,Kwembe,,,,-6.821873813,39.08124176,,,86,,
1491,2024,Important asset and not at risk,Masinde shoppe,Kwembe,Kwembe,,,,-6.822004934,39.08554562,,,87,,
1498,2025,Important asset and not at risk,John Dee Bar,Kwembe,Kwembe,,,,-6.822105203,39.0905745,,,88,,
1484,2026,Important asset and not at risk,Masqat Madinah Mosque,Kwembe,Kwembe,,,,-6.822190047,39.0932432,,,89,,
1480,2027,Important asset and not at risk,Creative Nursery School,Kwembe,Kwembe,,,,-6.822267177,39.0748014,,,90,,
1485,2028,Important asset and not at risk,Kwatalani Mosque,Kwembe,Kwembe,,,,-6.822436863,39.09620499,,,91,,
1500,2029,Important asset and not at risk,Elite Hotel,Kwembe,Kwembe,,,,-6.824989869,39.08286149,,,92,,
1493,2030,Important asset and not at risk,Michuzi shoppe,Kwembe,Kwembe,,,,-6.826061977,39.08301575,,,93,,
1506,2031,Important asset and not at risk,T.A.G Church,Kwembe,Kwembe,,,,-6.832517765,39.09254903,,,94,,
1417,2032,Important asset and not at risk,KKKT Nursery School ,Kwembe,Luguruni,,,,-6.771875638,39.08414274,,,95,,
1418,2033,Important asset and not at risk,Frames Tor shoppe,Kwembe,Luguruni,,,,-6.773117754,39.08834228,,,96,,
1412,2034,Important asset and not at risk,Korean Church,Kwembe,Luguruni,,,,-6.77858898,39.06708829,,,97,,
1430,2035,Important asset and not at risk,T.A.G Mdidimua Revival Church,Kwembe,Luguruni,,,,-6.779778212,39.06311005,,,98,,
1429,2036,Important asset and not at risk,Msomali Mosque,Kwembe,Luguruni,,,,-6.780458419,39.06497322,,,99,,
1410,2037,Important asset and not at risk,Aisha Mosque,Kwembe,Luguruni,,,,-6.780703536,39.07835113,,,100,,
1428,2038,Important asset and not at risk,Kumchum Pub,Kwembe,Luguruni,,,,-6.782597619,39.06307062,,,101,,
1415,2039,Important asset and not at risk,"Korean
Institutions
",Kwembe,Luguruni,,,,-6.78363631,39.07183988,,,102,,
1408,2040,Important asset and not at risk,Mama Masawe Tailoring Center,Kwembe,Luguruni,,,,-6.784710839,39.06517583,,,103,,
1426,2041,Important asset and not at risk,International Evangelism Church,Kwembe,Luguruni,,,,-6.784754276,39.07484258,,,104,,
1425,2042,Important asset and not at risk,Makondeko Paris Of Praise,Kwembe,Luguruni,,,,-6.785290309,39.07944322,,,105,,
1424,2043,Important asset and not at risk,Emet Secondary School.,Kwembe,Luguruni,,,,-6.78620526,39.07766322,,,106,,
1419,2044,Important asset and not at risk,Anglican Church,Kwembe,Luguruni,,,,-6.787239433,39.08273797,,,107,,
1411,2045,Important asset and not at risk,Pentecoste Church,Kwembe,Luguruni,,,,-6.787362659,39.06261273,,,108,,
1416,2046,Important asset and not at risk,Nine shoppe,Kwembe,Luguruni,,,,-6.787579536,39.07842507,,,109,,
1413,2047,Important asset and not at risk,Makondeko Paris Of Praise,Kwembe,Luguruni,,,,-6.789334272,39.06365768,,,110,,
1423,2048,Important asset and not at risk,Masasi shoppe,Kwembe,Luguruni,,,,-6.789421454,39.07909387,,,111,,
1409,2049,Important asset and not at risk,Mosque,Kwembe,Luguruni,,,,-6.789891253,39.08242251,,,112,,
1406,2050,Important asset and not at risk,Anglican Church,Kwembe,Luguruni,,,,-6.790157421,39.0653582,,,113,,
1405,2051,Important asset and not at risk,Efatha Ministry Of Kibamba,Kwembe,Luguruni,,,,-6.790610892,39.06544692,,,114,,
1414,2052,Important asset and not at risk,DT Dispensary.,Kwembe,Luguruni,,,,-6.79173964,39.07641402,,,115,,
1420,2053,Important asset and not at risk,St.Joseph University,Kwembe,Luguruni,,,,-6.792178324,39.08961027,,,116,,
1421,2054,Important asset and not at risk,Bethal Daycare Center,Kwembe,Luguruni,,,,-6.792407524,39.08406511,,,117,,
1427,2055,Important asset and not at risk,Telephone Tower,Kwembe,Luguruni,,,,-6.793528571,39.07463741,,,118,,
1422,2056,Important asset and not at risk,Nick Hotel,Kwembe,Luguruni,,,,-6.794403782,39.07811515,,,119,,
1407,2057,Important asset and not at risk,Musjidnaheem  Mosque,Kwembe,Luguruni,,,,-6.795569499,39.08459622,,,120,,
1431,2058,Important asset and not at risk,Kwa Temba Road,Kwembe,Mji Mpya,,,,-6.794320643,39.06950432,,,121,,
1432,2059,Important asset and not at risk,Kwa Obama Road,Kwembe,Mji Mpya,,,,-6.794457195,39.06151711,,,122,,
1433,2060,Important asset and not at risk,Kwa Mangi Stand,Kwembe,Mji Mpya,,,,-6.794646728,39.07147796,,,123,,
1435,2061,Important asset and not at risk,Pharmacy 2,Kwembe,Mji Mpya,,,,-6.794779549,39.06195064,,,124,,
1440,2062,Important asset and not at risk,Pharmacy 1,Kwembe,Mji Mpya,,,,-6.794851072,39.07170246,,,125,,
1441,2063,Important asset and not at risk,Gospel Power,Kwembe,Mji Mpya,,,,-6.795992854,39.06506599,,,126,,
1438,2064,Important asset and not at risk,Tailoring Mart,Kwembe,Mji Mpya,,,,-6.797118854,39.06637555,,,127,,
1439,2065,Important asset and not at risk,Kimario Pharmacy,Kwembe,Mji Mpya,,,,-6.797876982,39.06486601,,,128,,
1434,2066,Important asset and not at risk,EAGT Church,Kwembe,Mji Mpya,,,,-6.798316488,39.06765153,,,129,,
1437,2067,Important asset and not at risk,Playground,Kwembe,Mji Mpya,,,,-6.798884338,39.07442246,,,130,,
1436,2068,Important asset and not at risk,St Paul Vicent,Kwembe,Mji Mpya,,,,-6.799875278,39.07409413,,,131,,
1445,2069,Important asset and not at risk,Bornlight Nursery Shool,Kwembe,Mloganzila,,,,-6.800983163,39.06445292,,,132,,
1444,2070,Important asset and not at risk,Tahid Life Academy,Kwembe,Mloganzila,,,,-6.808756791,39.06719113,,,133,,
1443,2071,Important asset and not at risk,"St,Paul Nursery School",Kwembe,Mloganzila,,,,-6.816261809,39.05917295,,,134,,
1442,2072,Important asset and not at risk,Muhas Medical,Kwembe,Mloganzila,,,,-6.816710827,39.05808247,,,135,,
1450,2073,Important asset and not at risk,Masjid Omary Bin Aktwalib,Kwembe,Mpakani,,,,-6.806617941,39.09744673,,,136,,
1451,2074,Important asset and not at risk,Omar Bin Aktwalib,Kwembe,Mpakani,,,,-6.814141,39.09517358,,,137,,
1449,2075,Important asset and not at risk,Efatha Church,Kwembe,Mpakani,,,,-6.814573982,39.10380615,,,138,,
1455,2076,Important asset and not at risk,Masjid Taqwa Mosque,Kwembe,Mpakani,,,,-6.815048803,39.0990792,,,139,,
1446,2077,Important asset and not at risk,Kemondo Hardware,Kwembe,Mpakani,,,,-6.815160311,39.10441504,,,140,,
1453,2078,Important asset and not at risk,Good Hope Nusery School,Kwembe,Mpakani,,,,-6.816744388,39.09787654,,,141,,
1447,2079,Important asset and not at risk,Mgosi Fame,Kwembe,Mpakani,,,,-6.817036566,39.10199304,,,142,,
1448,2080,Important asset and not at risk,Mpakani Subward Office,Kwembe,Mpakani,,,,-6.817063627,39.10183068,,,143,,
1452,2081,Important asset and not at risk,EAGT Church,Kwembe,Mpakani,,,,-6.817604854,39.09173679,,,144,,
1454,2082,Important asset and not at risk,Mlimbo Nusery School,Kwembe,Mpakani,,,,-6.818152001,39.09510508,,,145,,
1460,2083,Important asset and not at risk,Pharmacy 2,Kwembe,Njeteni,,,,-6.796510101,39.09238729,,,146,,
1456,2084,Important asset and not at risk,Kidudu Mosque,Kwembe,Njeteni,,,,-6.804396169,39.0921032,,,147,,
1458,2085,Important asset and not at risk,Old Aged Home,Kwembe,Njeteni,,,,-6.804833739,39.09161991,,,148,,
1461,2086,Important asset and not at risk,Church,Kwembe,Njeteni,,,,-6.80566643,39.09117254,,,149,,
1457,2087,Important asset and not at risk,Masjeed Noor,Kwembe,Njeteni,,,,-6.807935919,39.0889553,,,150,,
1459,2088,Important asset and not at risk,Pharmacy 1,Kwembe,Njeteni,,,,-6.808634726,39.09440207,,,151,,
,2089,At risk but not important asset,Swamp,Liwiti,Amani,,,,-6.836984344,39.20670753,,40,,,1
,2090,At risk but not important asset,Kwa Mkandawile,Liwiti,Misewe,,,,-6.843960097,39.21306792,,41,,,2
,2091,Important asset and at risk,Kavesu Bridge,Liwiti,Amani,,,,-6.830303536,39.21155063,1,,,,
,2092,Important asset and at risk,Mazda Bridge,Liwiti,Amani,,,,-6.82936661,39.19956243,2,,,,
,2093,Important asset and at risk,Mbuyuni-Kimanga Bridge,Liwiti,Amani,,,,-6.828955142,39.20091916,3,,,,
,2094,Important asset and at risk,Mzava Bridge,Liwiti,Amani,,,,-6.830545413,39.20433324,4,,,,
,2095,Important asset and at risk,Green Road,Liwiti,Liwiti,,,,-6.842963106,39.21318793,5,,,,
,2096,Important asset and at risk,Highland Daycare,Liwiti,Liwiti,,,,-6.837386762,39.21696643,6,,,,
,2097,Important asset and at risk,Kasim Garage,Liwiti,Liwiti,,,,-6.838298381,39.21009573,7,,,,
,2098,Important asset and at risk,Katavi Road,Liwiti,Liwiti,,,,-6.842179578,39.21214566,8,,,,
,2099,Important asset and at risk,Liwiti Playground,Liwiti,Liwiti,,,,-6.838713834,39.2146821,9,,,,
,2100,Important asset and at risk,Liwiti Primary School,Liwiti,Liwiti,,,,-6.839837194,39.21516315,10,,,,
,2101,Important asset and at risk,Liwiti Road,Liwiti,Liwiti,,,,-6.83980132,39.21579145,11,,,,
,2102,Important asset and at risk,Liwiti Ward Office,Liwiti,Liwiti,,,,-6.840455817,39.2113184,12,,,,
,2103,Important asset and at risk,Magengeni Road,Liwiti,Liwiti,,,,-6.8368279,39.21668317,13,,,,
,2104,Important asset and at risk,Msewe Primary School,Liwiti,Liwiti,,,,-6.83852524,39.21517955,14,,,,
,2105,Important asset and at risk,Mshikamano Road,Liwiti,Liwiti,,,,-6.841472581,39.21199624,15,,,,
,2106,Important asset and at risk,Tabata NBC Dispensery,Liwiti,Liwiti,,,,-6.836190827,39.21224219,16,,,,
,2107,Important asset and at risk,Upendo Road,Liwiti,Liwiti,,,,-6.842671561,39.21258662,17,,,,
,2108,Important asset and at risk,Arafa Dispensary,Liwiti,Misewe,,,,-6.843643567,39.21833985,18,,,,
,2109,Important asset and at risk,Canan Nursery School,Liwiti,Misewe,,,,-6.84707406,39.21391057,19,,,,
,2110,Important asset and at risk,Chanzo Road,Liwiti,Misewe,,,,-6.845653956,39.21502698,20,,,,
,2111,Important asset and at risk,Greenview Nursery School,Liwiti,Misewe,,,,-6.845602627,39.21425277,21,,,,
,2112,Important asset and at risk,Hope Day Care and Nursery School,Liwiti,Misewe,,,,-6.841583432,39.21857921,22,,,,
,2113,Important asset and at risk,Jerusalem Nursery School,Liwiti,Misewe,,,,-6.84514922,39.21822222,23,,,,
,2114,Important asset and at risk,Kanyara Road,Liwiti,Misewe,,,,-6.84501662,39.21620755,24,,,,
,2115,Important asset and at risk,Kwa Chatundu Islamic Secondary School,Liwiti,Misewe,,,,-6.84338593,39.21766162,25,,,,
,2116,Important asset and at risk,Messa Nursery School,Liwiti,Misewe,,,,-6.843339905,39.21750949,26,,,,
,2117,Important asset and at risk,Misewe Subward Office,Liwiti,Misewe,,,,-6.843780445,39.21797199,27,,,,
,2118,Important asset and at risk,Msimbazi River,Liwiti,Misewe,,,,-6.847809777,39.21395763,28,,,,
,2119,Important asset and at risk,Ndaba Road,Liwiti,Misewe,,,,-6.8439216,39.21430837,29,,,,
,2120,Important asset and at risk,Nursery School,Liwiti,Misewe,,,,-6.843365535,39.21406456,30,,,,
,2121,Important asset and at risk,Nursery School,Liwiti,Misewe,,,,-6.848221501,39.21689109,31,,,,
,2122,Important asset and at risk,Peter Siyovela Road,Liwiti,Misewe,,,,-6.844597432,39.2146634,32,,,,
,2123,Important asset and at risk,Samuel Nursery School,Liwiti,Misewe,,,,-6.84569673,39.21760199,33,,,,
,2124,Important asset and at risk,TAG Nursey School,Liwiti,Misewe,,,,-6.841140759,39.21911172,34,,,,
,2125,Important asset and at risk,Tazama Herbal Clinic,Liwiti,Misewe,,,,-6.843559245,39.21795496,35,,,,
,2126,Important asset and at risk,Transfoma Kanyaro Road,Liwiti,Misewe,,,,-6.845071819,39.21472796,36,,,,
,2127,Important asset and at risk,Wagumu Road,Liwiti,Misewe,,,,-6.844593155,39.21543761,37,,,,
,2128,Important asset and at risk,Wagumu Road,Liwiti,Misewe,,,,-6.846612099,39.21577981,38,,,,
,2129,Important asset and at risk,Wagumu Road,Liwiti,Misewe,,,,-6.846479498,39.21776025,39,,,,
,2130,Important asset and not at risk,AAR Hospital,Liwiti,Mfaume,,,,-6.84329088,39.20907529,,,1,,
,2131,Important asset and not at risk,AAR Tabata Health Center,Liwiti,Mfaume,,,,-6.843094523,39.20901215,,,2,,
,2132,Important asset and not at risk,Adili Mosque,Liwiti,Mfaume,,,,-6.839332149,39.2052518,,,3,,
,2133,Important asset and not at risk,Adili Nursery School,Liwiti,Mfaume,,,,-6.839207374,39.2054243,,,4,,
,2134,Important asset and not at risk,Africa Muslim Agency,Liwiti,Mfaume,,,,-6.843945228,39.21142202,,,5,,
,2135,Important asset and not at risk,Barakuda Bar,Liwiti,Mfaume,,,,-6.842182782,39.21089626,,,6,,
,2136,Important asset and not at risk,Barakuda Cemetery,Liwiti,Mfaume,,,,-6.843970373,39.20986302,,,7,,
,2137,Important asset and not at risk,Barakuda Stationary,Liwiti,Mfaume,,,,-6.841964703,39.21074715,,,8,,
,2138,Important asset and not at risk,Batlafine Stationary,Liwiti,Mfaume,,,,-6.843797273,39.20802885,,,9,,
,2139,Important asset and not at risk,Ben Shoes Factory,Liwiti,Mfaume,,,,-6.843332601,39.20881607,,,10,,
,2140,Important asset and not at risk,Church,Liwiti,Mfaume,,,,-6.840630642,39.20585808,,,11,,
,2141,Important asset and not at risk,Garage,Liwiti,Mfaume,,,,-6.844137245,39.2026898,,,12,,
,2142,Important asset and not at risk,Gbf Garden Bar and Hall,Liwiti,Mfaume,,,,-6.843270881,39.21004589,,,13,,
,2143,Important asset and not at risk,Grace Medics,Liwiti,Mfaume,,,,-6.839219831,39.20609496,,,14,,
,2144,Important asset and not at risk,Green Corner guest House,Liwiti,Mfaume,,,,-6.839231657,39.20586723,,,15,,
,2145,Important asset and not at risk,Hans Garage,Liwiti,Mfaume,,,,-6.843798929,39.20608668,,,16,,
,2146,Important asset and not at risk,Jumba La Ufalme La Mashahidi Wa Yehova,Liwiti,Mfaume,,,,-6.844189821,39.20701933,,,17,,
,2147,Important asset and not at risk,Kassim Cemetery,Liwiti,Mfaume,,,,-6.843542906,39.20420765,,,18,,
,2148,Important asset and not at risk,Kibo Lodge,Liwiti,Mfaume,,,,-6.843686919,39.20541004,,,19,,
,2149,Important asset and not at risk,Kikongo Godown,Liwiti,Mfaume,,,,-6.842148493,39.20434023,,,20,,
,2150,Important asset and not at risk,Kitaz guest House,Liwiti,Mfaume,,,,-6.839725417,39.20812572,,,21,,
,2151,Important asset and not at risk,Kwa Kidevu (Mfaume) Cemetery,Liwiti,Mfaume,,,,-6.846706621,39.20459168,,,22,,
,2152,Important asset and not at risk,Kwa Mpemba Water Point,Liwiti,Mfaume,,,,-6.845764821,39.21200721,,,23,,
,2153,Important asset and not at risk,Kwa Msabaha Water Point,Liwiti,Mfaume,,,,-6.845572804,39.20767311,,,24,,
,2154,Important asset and not at risk,Kwa Peter Garage,Liwiti,Mfaume,,,,-6.839752848,39.20794284,,,25,,
,2155,Important asset and not at risk,Kwa Wahindi,Liwiti,Mfaume,,,,-6.843062862,39.20535518,,,26,,
,2156,Important asset and not at risk,Makundi Godown,Liwiti,Mfaume,,,,-6.842843414,39.20220975,,,27,,
,2157,Important asset and not at risk,Maridadi Lodge,Liwiti,Mfaume,,,,-6.846441906,39.212835,,,28,,
,2158,Important asset and not at risk,Maruerue Playground,Liwiti,Mfaume,,,,-6.847246099,39.20364988,,,29,,
,2159,Important asset and not at risk,Masjid Ahmadi I. Al-Maseeid,Liwiti,Mfaume,,,,-6.843584052,39.20341901,,,30,,
,2160,Important asset and not at risk,Masjid Rahmah,Liwiti,Mfaume,,,,-6.846073134,39.21179896,,,31,,
,2161,Important asset and not at risk,Mfaume Subward Office,Liwiti,Mfaume,,,,-6.841218123,39.21018305,,,32,,
,2162,Important asset and not at risk,Moziti English Medium Nursery and Primary School,Liwiti,Mfaume,,,,-6.844955605,39.20846861,,,33,,
,2163,Important asset and not at risk,Nderingo Peace Of Mind,Liwiti,Mfaume,,,,-6.843620627,39.20183715,,,34,,
,2164,Important asset and not at risk,Open Space,Liwiti,Mfaume,,,,-6.843469756,39.20258007,,,35,,
,2165,Important asset and not at risk,Pharmacy 2,Liwiti,Mfaume,,,,-6.839487736,39.20871725,,,36,,
,2166,Important asset and not at risk,Prima Industry,Liwiti,Mfaume,,,,-6.842050199,39.20567521,,,37,,
,2167,Important asset and not at risk,Public Water Point,Liwiti,Mfaume,,,,-6.844155533,39.20726164,,,38,,
,2168,Important asset and not at risk,Saibaba Parking,Liwiti,Mfaume,,,,-6.842324509,39.20635184,,,39,,
,2169,Important asset and not at risk,Sigara Playground,Liwiti,Mfaume,,,,-6.841044393,39.20653472,,,40,,
,2170,Important asset and not at risk,TAG,Liwiti,Mfaume,,,,-6.84527506,39.20840368,,,41,,
,2171,Important asset and not at risk,The Great Park Bar,Liwiti,Mfaume,,,,-6.842566817,39.20978987,,,42,,
,2172,Important asset and not at risk,Timber Industry,Liwiti,Mfaume,,,,-6.843099437,39.20404763,,,43,,
,2173,Important asset and not at risk,TVS Motors Assembling Industry,Liwiti,Mfaume,,,,-6.842893704,39.20656672,,,44,,
,2174,Important asset and not at risk,Vegg Food Limited,Liwiti,Mfaume,,,,-6.844089241,39.21070424,,,45,,
,2175,Important asset and not at risk,Wifi Transport,Liwiti,Mfaume,,,,-6.843414894,39.20724335,,,46,,
,2176,Important asset and not at risk,Amani Masjid,Liwiti,Amani,,,,-6.833517441,39.21163404,,,47,,
,2177,Important asset and not at risk,Amani Subward Office,Liwiti,Amani,,,,-6.835838904,39.2094349,,,48,,
,2178,Important asset and not at risk,Anglican Church,Liwiti,Amani,,,,-6.832794591,39.21241249,,,49,,
,2179,Important asset and not at risk,Cemetery,Liwiti,Amani,,,,-6.832483209,39.20916522,,,50,,
,2180,Important asset and not at risk,Kkkt Tabata,Liwiti,Amani,,,,-6.832919526,39.21354646,,,51,,
,2181,Important asset and not at risk,Kwa  Tamimu Pharmacy,Liwiti,Amani,,,,-6.834986774,39.20808025,,,52,,
,2182,Important asset and not at risk,Kwa Amani Water Point,Liwiti,Amani,,,,-6.834582256,39.21010493,,,53,,
,2183,Important asset and not at risk,Kwa Doctor Pharmacy,Liwiti,Amani,,,,-6.832405363,39.20930423,,,54,,
,2184,Important asset and not at risk,Ladwa Play Ground,Liwiti,Amani,,,,-6.830815092,39.20887052,,,55,,
,2185,Important asset and not at risk,Lyimo's Annex Pub,Liwiti,Amani,,,,-6.834993725,39.20698555,,,56,,
,2186,Important asset and not at risk,Maburi Mosque,Liwiti,Amani,,,,-6.830717438,39.20516869,,,57,,
,2187,Important asset and not at risk,Masjid Liwiti,Liwiti,Amani,,,,-6.831720393,39.21104394,,,58,,
,2188,Important asset and not at risk,Masjid Liwiti Cemetery,Liwiti,Amani,,,,-6.831515701,39.21070545,,,59,,
,2189,Important asset and not at risk,Mk Pub and guest House,Liwiti,Amani,,,,-6.835822223,39.2054898,,,60,,
,2190,Important asset and not at risk,Musjid Taqwa,Liwiti,Amani,,,,-6.834302673,39.20715584,,,61,,
,2191,Important asset and not at risk,New Laliga Pub,Liwiti,Amani,,,,-6.835081301,39.20781544,,,62,,
,2192,Important asset and not at risk,Plim Pub and Lodge,Liwiti,Amani,,,,-6.8354184,39.20548077,,,63,,
,2193,Important asset and not at risk,Sundown Road,Liwiti,Amani,,,,-6.831540723,39.2037772,,,64,,
,2194,Important asset and not at risk,Sundown Water Point,Liwiti,Amani,,,,-6.831512921,39.20504497,,,65,,
,2195,Important asset and not at risk,TAG Church Amani,Liwiti,Amani,,,,-6.834076956,39.21022309,,,66,,
